DATE,DAY,IFVG_ENTRY,IFVG_FORMED,MAX_RR,B_S,W_L,MONTH,MONTH_NUM,TRADE_NO,PNL_PCT,RUNNING_BALANCE,CUMULATIVE_RETURN_PCT,SESSION_MATCH,WIN_NUM,TRADE_QUALITY,RISK_PCT,REWARD_PCT,OPTIMISED_BALANCE,OPTIMISED_RETURN_PCT
15-Aug,FRI,LN,LN,0.0,SELL,LOSS,Aug,2,179,-0.25,14778.06,47.78,True,0,WORST,0.25,1.25,19123.48,91.23
15-Aug,FRI,NY,PRE NY,3.0,SELL,BE,Aug,2,180,0.0,14778.06,47.78,False,0,BEST,0.5,2.5,19123.48,91.23
18-Aug,MON,NY,NY,0.0,BUY,LOSS,Aug,2,181,-0.25,14741.12,47.41,True,0,WORST,0.25,1.25,19123.48,91.23
19-Aug,TUE,LN,LN,0.0,SELL,LOSS,Aug,2,182,-0.25,14704.26,47.04,True,0,BEST,0.5,2.5,19027.87,90.28
20-Aug,WED,NY,NY,6.5,SELL,WIN,Aug,2,183,1.25,14888.07,48.88,True,1,BEST,0.5,2.5,19503.56,95.04
21-Aug,THU,LN,LN,22.0,SELL,WIN,Aug,2,184,1.25,15074.17,50.74,True,1,BEST,0.5,2.5,19991.15,99.91
22-Aug,FRI,NY,PRE NY,0.0,SELL,LOSS,Aug,2,185,-0.25,15036.48,50.36,False,0,BEST,0.5,2.5,19891.2,98.91
25-Aug,MON,NY,LN,0.0,BUY,LOSS,Aug,2,186,-0.25,14998.89,49.99,False,0,WORST,0.25,1.25,19891.2,98.91
26-Aug,TUE,LN,PRE LN,6.5,BUY,WIN,Aug,2,187,1.25,15186.38,51.86,False,1,BEST,0.5,2.5,20388.48,103.88
26-Aug,TUE,NY,NY,22.0,SELL,WIN,Aug,2,188,1.25,15376.21,53.76,True,1,WORST,0.25,1.25,20388.48,103.88
27-Aug,WED,LN,LN,0.0,BUY,LOSS,Aug,2,189,-0.25,15337.77,53.38,True,0,BEST,0.5,2.5,20286.53,102.87
28-Aug,THU,LN,PRE LN,0.0,BUY,LOSS,Aug,2,190,-0.25,15299.42,52.99,False,0,BEST,0.5,2.5,20185.1,101.85
29-Aug,FRI,NY,PRE NY,16.0,BUY,WIN,Aug,2,191,1.25,15490.66,54.91,False,1,BEST,0.5,2.5,20689.73,106.9
29-Aug,FRI,NY,NY,6.0,SELL,WIN,Aug,2,192,1.25,15684.3,56.84,True,1,BEST,0.5,2.5,21206.97,112.07
02-Jul,WED,PRE LN,PRE LN,0.0,BUY,LOSS,Jul,1,193,-0.25,15645.09,56.45,True,0,WORST,0.25,1.25,21206.97,112.07
02-Jul,WED,POST NY,POST-NY,0.0,SELL,LOSS,Jul,1,194,-0.25,15605.97,56.06,False,0,WORST,0.25,1.25,21206.97,112.07
04-Jul,FRI,NY,NY,5.0,SELL,WIN,Jul,1,195,1.25,15801.05,58.01,True,1,BEST,0.5,2.5,21737.15,117.37
07-Jul,MON,LN,LN,0.0,BUY,LOSS,Jul,1,196,-0.25,15761.55,57.62,True,0,BEST,0.5,2.5,21628.46,116.28
07-Jul,MON,NY,PRE NY,0.0,BUY,LOSS,Jul,1,197,-0.25,15722.14,57.22,False,0,WORST,0.25,1.25,21628.46,116.28
08-Jul,TUE,NY,NY,0.0,BUY,LOSS,Jul,1,198,-0.25,15682.84,56.83,True,0,WORST,0.25,1.25,21628.46,116.28
09-Jul,WED,LN,PRE LN,9.0,SELL,WIN,Jul,1,199,1.25,15878.87,58.79,False,1,BEST,0.5,2.5,22169.17,121.69
10-Jul,THU,LN,LN,0.0,BUY,LOSS,Jul,1,200,-0.25,15839.18,58.39,True,0,BEST,0.5,2.5,22058.33,120.58
10-Jul,THU,NY,PRE NY,0.0,BUY,LOSS,Jul,1,201,-0.25,15799.58,58.0,False,0,WORST,0.25,1.25,22058.33,120.58
14-Jul,MON,NY,NY,5.0,BUY,WIN,Jul,1,202,1.25,15997.07,59.97,True,1,WORST,0.25,1.25,22058.33,120.58
15-Jul,TUE,LN,LN,7.0,SELL,WIN,Jul,1,203,1.25,16197.04,61.97,True,1,BEST,0.5,2.5,22609.79,126.1
15-Jul,TUE,NY,NY,0.0,BUY,LOSS,Jul,1,204,-0.25,16156.54,61.57,True,0,WORST,0.25,1.25,22609.79,126.1
16-Jul,WED,LN,PRE LN,15.0,SELL,WIN,Jul,1,205,1.25,16358.5,63.58,False,1,BEST,0.5,2.5,23175.03,131.75
16-Jul,WED,NY,NY,40.0,BUY,WIN,Jul,1,206,1.25,16562.98,65.63,True,1,BEST,0.5,2.5,23754.41,137.54
17-Jul,THU,PRE NY,PRE NY,0.0,BUY,LOSS,Jul,1,207,-0.25,16521.57,65.22,True,0,BEST,0.5,2.5,23635.63,136.36
18-Jul,FRI,LN,LN,0.0,SELL,LOSS,Jul,1,208,-0.25,16480.27,64.8,True,0,WORST,0.25,1.25,23635.63,136.36
18-Jul,FRI,PRE NY,PRE NY,0.0,SELL,LOSS,Jul,1,209,-0.25,16439.07,64.39,True,0,WORST,0.25,1.25,23635.63,136.36
21-Jul,MON,LN,PRE LN,0.0,SELL,LOSS,Jul,1,210,-0.25,16397.97,63.98,False,0,BEST,0.5,2.5,23517.46,135.17
22-Jul,TUE,NY,LN,0.0,SELL,LOSS,Jul,1,211,-0.25,16356.98,63.57,False,0,WORST,0.25,1.25,23517.46,135.17
23-Jul,WED,LN,PRE LN,6.5,SELL,WIN,Jul,1,212,1.25,16561.44,65.61,False,1,BEST,0.5,2.5,24105.39,141.05
24-Jul,THU,LN,LN,5.0,BUY,WIN,Jul,1,213,1.25,16768.46,67.68,True,1,BEST,0.5,2.5,24708.03,147.08
25-Jul,FRI,LN,PRE LN,12.0,SELL,WIN,Jul,1,214,1.25,16978.06,69.78,False,1,WORST,0.25,1.25,24708.03,147.08
28-Jul,MON,LN,LN,0.0,BUY,LOSS,Jul,1,215,-0.25,16935.62,69.36,True,0,BEST,0.5,2.5,24584.49,145.84
28-Jul,MON,NY,NY,0.0,BUY,LOSS,Jul,1,216,-0.25,16893.28,68.93,True,0,WORST,0.25,1.25,24584.49,145.84
29-Jul,TUE,LN,PRE LN,0.0,BUY,LOSS,Jul,1,217,-0.25,16851.04,68.51,False,0,BEST,0.5,2.5,24461.56,144.62
29-Jul,TUE,NY,NY,9.0,BUY,WIN,Jul,1,218,1.25,17061.68,70.62,True,1,WORST,0.25,1.25,24461.56,144.62
30-Jul,WED,LN,PRE LN,0.0,BUY,LOSS,Jul,1,219,-0.25,17019.03,70.19,False,0,BEST,0.5,2.5,24339.26,143.39
30-Jul,WED,POST NY,NY,0.0,BUY,LOSS,Jul,1,220,-0.25,16976.48,69.76,False,0,WORST,0.25,1.25,24339.26,143.39
31-Jul,THU,PRE LN,PRE LN,0.0,SELL,LOSS,Jul,1,221,-0.25,16934.04,69.34,True,0,WORST,0.25,1.25,24339.26,143.39
